grant_id,name_std,acreage,year,county_text,raw_entry,issues
VI_34_10279,Thomas Yarbrough,,1760.0,Lunenburg,"THOMAS YARBROUGH, 465. acs.
Lunenburgh Co. on the S side of Juniper
Cr., on Johnson’s Road, adj. Irby &
Currie; 10 Jun 1760, p.498. £2.S10.",acreage
VI_34_10370,William Eaton,,1760.0,Dinwiddie,"WILLIAM EATON, 110% acs. Dinwiddie Co., Beg. Just below the Fork of
Jacksons Br., in the Head of Rohoick;
adj. James Baugh, Abram [Abraham]
Jones & the sd Eaton; 15 Jul 1760, p.567.
15 Shill.",acreage
VI_34_10466,Pb 36,605.0,1765.0,,"PB 36, p.759, 605 acs.
Thompson dated 5 Jun 1765]
to Wells",county_text
VI_34_10481,Joshua West,,1760.0,Princess Anne,"JOSHUA WEST, 131% acs. Pr. Anne Co.
on Newmans Cr., Black Water Riv. &
Grinters Cr., adj. Solomon White, Near
Thomas Willoughbys High Land; 15 Jul
1760, p.653. 15 Shill.",acreage
VI_34_10619,James Gates,,1760.0,Albemarle,"JAMES GATES, JUNIOR, 95. acs.
Albemarle Co. on the S side of and
Joining Slate Riv., Beg. on the River
bank at the lower End of a small piece of
low Ground, by flat Cr, adj. John
Bondurant & James Gates; 26 Sep 1760,
p.758. 10 Shill.",acreage
VI_34_10635,John Philpott,,1760.0,Princess Anne,"JOHN PHILPOTT, 20% acs. Pr. Anne
Co. adj. sd Philpott, Samuel Smith &
Tooley; along near Christopher Philpotts
Line; near a Corner Beech of Blairs & sd
John Philpott; 26 Sep 1760, p.769. 5
Shill.",acreage
VI_34_10640,Edward Spencer,,1760.0,King & Queen,"EDWARD SPENCER, 63% acs. King &
Queen Co. on Dragon Sw. beg. in Indian
Cabbin br. Corner of low Ground
formerly Surveyed for Mr Robert
Didlake, down sd Spencer’s high Land as
it turns, down the Moonack Sw., up the
sd Dragon Run; 26 Sep 1760, p.773. 10
Shill.",acreage
VI_34_10643,John Tucker,,1760.0,Norfolk,"JOHN TUCKER, I acre of Sunken Land
in Norfolk Co.; Adj. the sd Tuckers high
Land, Daniel Rothery & Majr. Josiah
Smith; 26 Sep 1760, p.775. 5 Shill.",acreage
VI_34_10930,Pinkethman Hawkins,,1762.0,Lunenburg,"PINKETHMAN HAWKINS, 15. acs.
Lunenburgh Co. on the brs. of Allens Cr.;
adj. his own line, Hubray, Crook &
Gowen; 25 Mar 1762, p.1001. 5 Shill.",acreage
VI_34_11022,Benjamin Clements,,1762.0,Southampton,"BENJAMIN CLEMENTS, 16. acs.
Southampton Co., down Coopers br. &
up the Flatt Sw., adj. his other Land &
William Bower; 25 Sep 1762, p.1081. 5
Shill.",acreage
VII_35_11046,Richard Griffin,,1762.0,Halifax,"RICHARD GRIFFIN, Halifax Co. on the
Brs. of Wyns Cr; adj. Legrand,
Fountain/Fontain, Irby, & Richard
Brown; 25 Sep 1762, p.15. £2.",acreage
VII_35_11054,James Hicks Junr.,,1762.0,Brunswick,"JAMES HICKS JUNR., 240. acs.
Brunswick Co. on the Lower side the
Little Cr. [Little Genito Cr.]; adj.
Metcalf, Pennington, Ivey, Stigin &
Hughlin; 25 Sep 1762, p.22. £1.85.
[For Metcalf's see PB 29, p.223, for
Pennington's see John Knight's PB 34,
p.761, for Ivey's see Hugh Miller's PB
31, p.97, for Stigin's see Thomas Ivey's
PB 33, p.767 & for Hughlin's see
Edward Hughland's PB 21, p.664 &
Edward Hewlin's PB 40, p.662]",acreage
VII_35_11099,Richard Smith,,1762.0,Norfolk,"RICHARD SMITH, 20% acs. Norfolk
Co. adj. to his own plantation where he
now lives & Manning; 25 Sep 1762,
p.63. 5 Shill.",acreage
VII_35_11104,Charles Wilkins,,1762.0,Norfolk,"CHARLES WILKINS, 378% acs.
Norfolk Co. Joining John Herberts &
Robert Wilkins's late Survey near the
head of deep Cr.; 25 Sep 1762, p.69. £2.",acreage
VII_35_11116,William Williams,,1762.0,Southampton,"WILLIAM WILLIAMS, 26 = acs.
Southampton Co. on the N side of
Nottoway Riv., adj. Arthur Williams &
Joseph Vick; 25 Sep 1762, p.81. 5 Shill.",acreage
VII_35_11151,Abraham Wells,,1763.0,Lunenburg,"ABRAHAM WELLS, 397. acs.
Lunenburgh Co. on the brs. of Teway
homony and Buffalo Cr., adj. Richard
Griffin & Daniel Claiborne; 23 May
1763, p.118. £2.",acreage
VII_35_11153,Thomas Fitzpatrick,,1763.0,Albemarle,"THOMAS FITZPATRICK, 183. acs.
Albemarle Co. on the Rich Cove, Beg.
by the Court house Road; 23 May 1763,
p.119. £1.",acreage
VII_35_11199,Jonathan Woodson,,1763.0,Halifax,"JONATHAN WOODSON, 112. acs.
Halifax Co. on the South side of Banister
Riv. on both sides great Pole-Cat Cr.,
Beg. at the mouth of a Gut, adj.
McCrery; 23 May 1763, p.158. 15 Shill.",acreage
VII_35_11240,Thomas Emmerson,,1763.0,Goochland,"THOMAS EMMERSON, 240. acs.
Goochland Co. on the N side of James
Riv. among the brs. of the Byrd; adj.
Massie, John Moss, Banks & his own
lines; 23 May 1763, p.189. £1.S5.",acreage
VII_35_11378,Benjamin Harris,,1763.0,Chesterfield,"BENJAMIN HARRIS, 51. acs.
Chesterfield Co. adj. Sallee & Moseley;
7 Jul 1763, p.306. 5 Shill.",acreage
VII_35_11566,Burwell Bassett,,1764.0,New Kent,"BURWELL BASSETT/BASSET, 462%
acs. New Kent Co. on the Long Br. by
the road side, on the S side of the
Queens Hunting Sw; adj. Dudley,
William Right, Toney, Morgan &
Dulaney; 27 Jun 1764, p.473. £2.S10.",acreage
VII_35_11645,Richard Woods,,1764.0,Albemarle,"RICHARD WOODS, 266. acs.
Albemarle Co. on both sides of Bever
Cr. of Mechams Riv., adj. Andrew
McWilliams; 27 Jun 1764, p.534.
£1.S10.",acreage
VII_36_11681,John Mason,,1764.0,Sussex,"JOHN MASON, JUNIOR, 68% acs.
Sussex Co.; adj. John Underhill in the
College Line, sd Underhill's new Survey,
Hugh Ivey, Thomas Adkins & John
Wilkerson; 27 Jun 1764, p.559. 10 Shill.",acreage
VII_36_11700,Simon Wilson,,1764.0,Norfolk,"SIMON WILSON, 87% acs. Norfolk Co.
along a Sw. & near along the Green Sea,
adj. Simon Halsted & Edward Butt; 27
Jun 1764, p.573. 10 Shill.",acreage
VII_36_11748,Thomas Fisher,132.0,1764.0,,"THOMAS FISHER, 132 acs. in the
upper Par. of Nansemond Co. on the W
side of Black Water Riv., on the W side
of Foxtrap Br. & the edge of a Pocoson;
adj. James Garner, Joshua Garner &
Holland Darden; 15 Aug 1764, p.615. 5
Shill. 114 acs. part Gtd. Edmund
Godwin by Pat. 13 Nov 1713 [PB 10,
p.119] the right & Title whereof is since
become vested in the sd Thomas Fisher
And 18 acs. the residue never before
Gtd.",county_text
VII_36_11851,Nathaniel Edwards,,1764.0,Lunenburg,"NATHANIEL EDWARDS, 400. acs.
Lunenburg Co. on the S side of Avent's
Cr.; adj. Floyd, Brown, Pennington &
Dunn; 26 Sep 1764, p.697. £2.",acreage
VII_36_11860,John Cooper,,1764.0,Norfolk,"JOHN COOPER, 8% acs. Norfolk Co.
adj. Prudence Williams & Langley; 26
Sep 1764, p.704. 5 Shill.",acreage
VII_36_11866,Richard Witton,,1764.0,Lunenburg,"RICHARD WITTON, 540. acs.
Lunenburg Co. on the E or lower side of
blackstone's Cr., adj. Twitty & Hatcher;
26 Sep 1764, p.708. £2.S15.",acreage
VII_36_11873,Henry Pulling,,1765.0,Norfolk,"HENRY PULLING, 95% acs. Norfolk
Co. on the head of the westward br. adj.
William Hobgood; 1 Mar 1765, p.714.
10 Shill.",acreage
VII_36_11899,Joseph Lambert,,1765.0,Lunenburg,"JOSEPH LAMBERT, 240. acs.
Lunenburg Co. on the S side of the Long
br. of Great Cr; adj. William Nance,
King, & Brunswick John Lambert; 5 Jun
1765, p.731. £1.",acreage
VII_36_11905,Thomas Daugherty,,1765.0,Lunenburg,"THOMAS DAUGHERTY, 262. acs.
Lunenburg & Bedford Counties on both
sides of falling Riv. and on the lower
side of Little Falling Riv.; 5 Jun 1765,
p.736. £1.S10.",acreage
VII_36_11960,James Buchanan,,1765.0,Albemarle,"JAMES BUCHANAN, 172. acs.
Albemarle Co. on both sides the North
fork of Cunningham Cr, adj. Hardin
Burnley/Burnly & Robert Dickerson; 26
Jul 1765, p.775. £1.",acreage
VII_36_12050,William Brinson,,1765.0,Princess Anne,"WILLIAM BRINSON, 73% acs. Pr.
Anne Co., crossing a Cove, to a Point of
Marsh, along a Gutt; 26 Jul 1765, p.835.
10 Shill.",acreage
VII_36_12051,James Woodhouse,,1765.0,Princess Anne,"JAMES WOODHOUSE, 13% acs. Pr.
Anne Co.; 26 Jul 1765, p.835. 5 Shill.",acreage
VII_36_12058,Humphry Parrish,,1765.0,Goochland,"HUMPHRY PARRISH, 13 = acs.
Goochland Co. adj. David Laine, Jacob
Laine & Thomas Drumright; 26 Jul
1765, p.840. 5 Shill.",acreage
VII_36_12076,Joshua Vaughan,,1765.0,Lunenburg,"JOSHUA VAUGHAN, 400. acs.
Lunenburg Co. on both sides of a br. of
Sanson's fork of the horsepen cr., adj.
John Sanson & Jeremiah White; 16 Sep
1765, p.855. £2.",acreage
VII_36_12132,Shadrack Wilkins,,1765.0,Nansemond,"SHADRACK WILKINS, 12. acs.
Nansemond Co. on the N side of
Potquarter sw., adj. John Brinkley &
William Brother; 16 Sep 1765, p.893. 5
Shill.",acreage
VII_36_12161,James Wallace Bayley,,1765.0,Elizabeth City,"JAMES WALLACE BAYLEY, 10% acs.
Elizabeth City Co. adj. William
Westwood, Judith Robertson [her line]
& John Nelson; 31 Oct 1765, p.916. 5
Shill.",acreage
VII_36_12176,Robert Cryer,,1765.0,Amelia,"ROBERT CRYER, 173% acs. Amelia
Co. adj. his own Line, Robert Cozens,
Edward Lewis & Jackson; 31 Oct 1765,
p.928. £1.",acreage
VII_36_12184,John Ackiss,,1766.0,Princess Anne,"JOHN ACKISS/ACHISS, 136% acs. [or
136% acs.] Pr. Anne Co. on the Black
Bay, to an old Ditch, on the Carolina
Line [West]; 10 Jul 1766, p.937. 15
Shill.",acreage
VII_36_12205,Ludwick Wagener,,1766.0,Augusta,"LUDWICK WAGENER, 47. acs.
Augusta Co. on the E side of the South
Fork of the South Br. of Potomack, on
the side of a Ridge & on a Bank, adj.
John Duncle & sd Wageners old Line;
10 Jul 1766, p.949. 5 Shill.",acreage
VII_36_12214,Shadrach Miller,,1766.0,Norfolk,"SHADRACH MILLER, 105% acs.
Norfolk Co. adj. sd Miller's other Land
& sd Miller's cornfield, near Solomon
Wallace; 10 Jul 1766, p.956. 15 Shill.",acreage
VII_36_12249,Edward Caps,,1766.0,Princess Anne,"EDWARD CAPS, 141% acs. Pr. Anne
Co. near the back Bay, Beg. at the head
of the North fork of Good land Cr, at the
South head of sd Cr., opposite to a Cedar
Stake of Mr James Moores; 10 Jul 1766,
p.980. 15 Shill.",acreage
VII_36_12250,Elias Cornish,,1766.0,Princess Anne,"ELIAS CORNISH, 109% acs. Pr. Anne
Co. near the back Bay; 10 Jul 1766,
p.981. 15 Shill.",acreage
VII_36_12313,William Spraggins,,1767.0,Halifax,"WILLIAM SPRAGGINS, 182. acs.
Halifax Co. on the brs. of Stanton Riv.
and Brs. of Mays's Cr; adj. Dennis
Abney, George Abney & Abraham
Abney; 23 Feb 1767, p.1026. £1.",acreage
VII_36_12362,Josias Campbell,,1767.0,Lunenburg,"JOSIAS CAMPBELL, 376 = acs.
Lunenburg Co. on Hatt Cr., adj. Daniel
Mitchell; 10 Jul 1767, p.1062. £2.",acreage
VII_36_12384,John Fitzgerald,400.0,1767.0,,"JOHN FITZGERALD, 400 acs. Hallifax
Co. on both Sides of Lick Br. of Sandy
Cr., adj. Caldwell; 10 Jul 1767, p.1080.
£2.",county_text
VII_37_12388,,,,,"JENNINGS for the example.
Form Page 6 - [Escheat Land] See p.6 to HANDCOCK DUNBAR for the example.
[Form Page 60] - [Lapsed Land] See p.60 to THOMAS BALL for the example.
Form Page 81 - [Church Land] See p.81 to JOHN FERNE & JOSEPH CABELL for
the example.",name_std;acreage;year;county_text
VII_37_12398,Thomas Harvey,,1767.0,Lunenburg,"THOMAS HARVEY, 464% acs.
Lunenburg Co. adj. Harvey; 10 Jul 1767,
p.15. £2.810. [Near Cub Cr.]",acreage
VII_37_12418,James Robertson,,1767.0,Bedford,"JAMES ROBERTSON, 247 = acs.
Bedford Co. on both sides of the South
fork of Bear Cr., adj. Gibson; 10 Jul
1767, p.33. £1.85.",acreage
VII_37_12442,John Buchanan & William Thompson,,,,"JOHN BUCHANAN & WILLIAM
THOMPSON, Executors of JAMES",acreage;year;county_text
VII_37_12455,Samuel Cohoon,,1767.0,Nansemond,"SAMUEL COHOON, 92 = acs.
Nansemond Co. adj. Josiah Vaughan,
William Moore & Pierce; 10 Sep 1767,
p.73. 10 Shill.",acreage
VII_37_12468,William Hatsell,400.0,1767.0,,"WILLIAM HATSELL, JUNIOR, 400
acs. Mecklenburgh Co. on the brs. of
Allens Cr., Beg. at the fork of Watt's
spring Br., up the South fork of sd br., by
the side of a Meadow, at the head of the
North fork of sd Watts's Spring br.; adj.
his own Lines, Lundy, Akins, Phifer &
Martin; 10 Sep 1767, p.85. £2.",county_text
VII_37_12490,Charles Pattison,,1767.0,Buckingham,"CHARLES PATTISON, 50. acs.
Buckingham Co. on the side of Slate
Riv. Mountain, adj. his own & Thomas
Pattison; 10 Sep 1767, p.105. 5 Shill.",acreage
VII_37_12524,Charles Burns,254.0,1767.0,,"CHARLES BURNS, 254 acs. Hallifax
Co. on the S side of Irwin Riv.; 10 Sep
1767, p.141. £1.85.",county_text
VII_37_12537,William Grizard,,1767.0,Southampton,"WILLIAM GRIZARD, 213. acs.
Southampton Co. on the N side of
Meherin Riv., up South Buckhorn sw.,
adj. sd Grizards Lines; 10 Sep 1767,
p.153. £1.85.",acreage
VII_37_12541,Thomas Henderson,,1767.0,Halifax,"THOMAS HENDERSON, 252. acs.
Halifax Co. on both sides Strawberry
Cr., adj. Thomas Hargat; 10 Sep 1767,
p.158. £1.85.",acreage
VII_37_12551,Jonathan Jennings,,1767.0,Bedford,"JONATHAN JENNINGS, 167. acs.
Bedford Co. on both sides of Briery Cr.
(a North br. of Stanton Riv.); adj. Lynch;
10 Sep 1767, p.168. £1.",acreage
VII_37_12610,Benjamin Whitehead,416.0,1767.0,,"BENJAMIN WHITEHEAD, 416 acs.
Mecklenburgh Co. on the Brs. of Blue
Stone; adj. James Parish, Miller &
Leatherdale [Lidderdale]; 10 Sep 1767 in
the 7th year of our Reign, George the
Third, Francis Fauquier Esq. our
Lieutenant Governor and Commander in
Chief of our sd Colony and Dominion at
Williamsburgh, p.228. £2.85.
[p.229]
Examd. So far listed for the Auditor.",county_text
VII_37_12638,William Barton,,1768.0,Albemarle,"WILLIAM BARTON, 99% acs. Albemarle Co. on both sides of the three
notched Road on the head waters of the
Plum tree branch, adj. Robert Sharp &
Menas Burger; 20 Jul 1768, p.253. 10
Shill.",acreage
VII_37_12646,Thomas Alexander,,1768.0,Brunswick,"THOMAS ALEXANDER, 393. acs.
Brunswick Co. on both sides of a fork of
Cubb Cr. joining Samuel Moores line;
20 Jul 1768, p.259. £2. [This must be a
belated patent. Cubb Cr. is in Charlotte
Co.]",acreage
VII_37_12701,William Martin,,1768.0,Brunswick,"WILLIAM MARTIN, 200. acs.
Brunswick Co. on the Brs. of Waqua Cr.,
down the Licking Br, in a sw.; adj.
Mirick, Gilliam & Daniel; 20 Jul 1768,
p.305. £1.",acreage
VII_37_12726,,,1768.0,Brunswick,"GEORGE SUMNER. 180. acs.
Brunswick Co. on the S side of Waqua
Cr. on the out Line [N75°W] & the
[Lunenburg] County Line [N6°E]; 20
Jul 1768, p.327. £1.",name_std;acreage
VII_37_12737,Thomas Wilmoth,,1768.0,Augusta,"THOMAS WILMOTH, 130. acs.
Augusta Co. on the Brs. of Skidmore's
Run, Waters of the South Br. of
Potowmack, on a Ridge; 20 Jul 1768,
p.335. 15 Shill.",acreage
VII_37_12776,John Witts,,1768.0,Albemarle,"JOHN WITTS, SENIOR, 1% acs.
Albemarle Co., a certain Island in the
Rivanna Riv. opposite to Abner Witts
Land; 20 Jul 1768, p.366. 5 Shill.",acreage
VII_37_12781,Robert Montgomery,,1768.0,Amherst,"ROBERT MONTGOMERY, 60. acs.
Amherst Co. on the S Brs. of the South
Fork of Davis's Cr. of Rock Fish Riv.,
adj. Robert Wright & Thomas
Montgomery; 20 Jul 1768, p.369. 10
Shill.",acreage
VII_37_12782,Richard Jones,,1768.0,Norfolk,"RICHARD JONES, 38% acs. Norfolk
Co. adj. Edward Butt & Willis Wilson;
20 Jul 1768, p.370. [5 Shill.]",acreage
VII_37_12811,Nathaniel Hoggatt,,1768.0,Albemarle,"NATHANIEL HOGGATT, 225. acs.
Albemarle Co. on the N side & joining
Appamattox Riv., adj. William Gregory
& the said Anthony Hoggatt; 20 Sep
1768, p.394. £1.85.",acreage
VII_37_12840,Alexander Ingram,,1768.0,Augusta,"ALEXANDER INGRAM, 400. acs.
Augusta Co. on Huffs Cr. a br. of
Roanoak at a place called the bent
mountain, on a spur of the mountain, in
a hollow nigh a spring, adj. Leonard
Huff by a sw.; 20 Sep 1768, p.419. £2.",acreage
VII_37_12876,William Woodward,,1768.0,Dinwiddie,"WILLIAM WOODWARD, 400. acs.
Dinwiddie Co. on the head of
Mawhiponock Cr., on a br. of Bear Sw.;
adj. Dickenson, Glascock & Bradshaw;
20 Sep 1768 in the 8th year of our
Reign, George the Third, John Blair
Esq. President of our Council and
Commander in Chief, p.451-p.452. £2.
Whereas by Pat. 15 Dec 1749 gtd. John
Penn [PB 27, p.500] then in Pr. Geo. Co.
now Dinwiddie And Whereas the sd
John Penn hath failed to pay Quitrents
and to make Cultiv. & improv. and
William Woodward hath made humble
Suit and hath obtained a G. for the same.",acreage
VII_38_12880,,,1768.0,,"PB 14, p.68 to John Davis & Baxter adj. Wood, Harrison, Campbell, Bates,
Debnam, Reaves, Stegall & his own
lines; 20 Sep 1768, p.456. £5.S15.",name_std;acreage;county_text
VII_38_12894,Thomas Nosea & Solomon Creekman,,1768.0,Norfolk,"THOMAS NOSEA & SOLOMON
CREEKMAN, 115% acs. Norfolk Co. on
the edge of the high Land; 20 Sep 1768,
p.471. 15 Shill.",acreage
VII_38_12986,Nathaniel Ayres,400.0,1769.0,,"NATHANIEL AYRES, 400 acs. PittsyIvania Co. on the brs. of Cane and Sandy
Creeks; 6 Apr 1769, p.562. £2.",county_text
VII_38_13086,Benjamin Beard,,1769.0,Mecklenburg,"BENJAMIN BEARD, 400. acs.
Mecklenburg Co. on the head of Cock's
Cr.; adj. Adams, Mecklin, Atkinson &
Russell; 14 Jul 1769, p.648. £2.",acreage
VII_38_13112,Samuel Megginson,,1769.0,Buckingham,"SAMUEL MEGGINSON, 243. acs.
Buckingham Co. on the brs. of David's
Cr., adj. Thomas Thornhill & Meredith;
14 Jul 1769, p.673. £1.85.",acreage
VII_38_13120,James Clement,,1769.0,Pittsylvania,"JAMES CLEMENT, 116 = aes.
Pittsylvania Co. on Potters Cr., crossing
Fox br., adj. Benjamin Lankford &
Robinson; 14 Jul 1769, p.682. 15 Shill.",acreage
VII_38_13133,Anthony Armistead,,1769.0,Southampton,"ANTHONY ARMISTEAD, 46. ac.
Southampton Co. on the Great Br., along
the Carolina line [East], adj. Absalom
Joyner & John Suiter; 14 Jul 1769,
p.695. 5 Shill.",acreage
VII_38_13141,John Ackiss,,1769.0,Princess Anne,"JOHN ACKISS, 61% acs. Pr. Anne Co.
adj. Godard's Patent line; 14 Jul 1769,
p.703. 10 Shill.",acreage
VII_38_13241,John Mountgomery,,1769.0,Augusta,"JOHN MOUNTGOMERY, 30. acs.
Augusta Co. on the Bull Pasture Riv.,
adj. William Black; 14 Jul 1769, p.794.
5 Shill.",acreage
VII_38_13252,Edward Richards,80.0,1769.0,,"EDWARD RICHARDS, 80 acs. PittsyIvania Co. on both sides of Chesnut Cr.,
below the mouth of the gap br, adj.
Walton & Ramsay; 14 Jul 1769, p.804.
10 Shill.",county_text
VII_38_13283,Benjamin Taylor,,1769.0,Albemarle,"BENJAMIN TAYLOR, 245% acs.
Albemarle Co. on both sides the Broad
Ax Br.; adj. William Fielder, Mill's line
& Captain Wood; 14 Jul 1769, p.835.
£1.85.",acreage
VII_38_13286,John Thorowgood,,1769.0,Princess Anne,"JOHN THOROWGOOD, 323% acs. Pr.
Anne Co. near the Back Bay; adj. Mr
Anthony Walke junr., Elks & Mr John
Ackiss; 14 Jul 1769, p.838. £1.S15.",acreage
VII_38_13295,William Watkins,,1769.0,Dinwiddie,"WILLIAM WATKINS, 23% acs.
Dinwiddie Co. on a Br. of
Mowhipponock Cr.; adj. sd Watkins,
Thomas Mitchell & Michael Bailey; 14
Jul 1769, p.849. 5 Shill.",acreage
VII_38_13348,John Gay,,1770.0,Albemarle,"JOHN GAY, 91% acs. Albemarle Co. on
the sides and hollows of the mountains
that divide the North and South Gardens,
Beg. in Robert Hardwicks line by a large
flat rock; 12 May 1770, p.900. 10 Shill.",acreage
VII_39_13421,Joseph Gamewell,,1770.0,Augusta,"JOSEPH GAMEWELL, 150. acs.
Augusta Co. on a br. of Black Thorn
called the big Run, by a spring, on a
stony hill; 12 May 1770, p.48. 15 Shill.
Whereas by Pat. 15 Dec 1758 gtd. unto
Samuel Bright [PB 33, p.516] And
whereas the sd Samuel Bright hath failed
to pay such Quitrents and Joseph
Gamewell hath made humble suit and
obtained a G. for the same.",acreage
VII_39_13430,David Chivis,,1770.0,Caroline,"DAVID CHIVIS, 6% acs. Caroline Co.,
Beg. on a hill side at the NW corner of
Gryme's Patent being acorner of Catlett's
Land, to a stake in cleared ground, to a
Point comer to the sd Chivis, to a stake
in sd Chivis's cornfield; 12 May 1770,
p.55. 5 Shill.",acreage
VII_39_13435,John Gay,,1770.0,Albemarle,"JOHN GAY, 42% acs. Albemarle Co. on
the sides of the mountains that divide the
North and South Gardens; adj. Richard
Davenport, John Gay & Cole; 12 May
1770, p.59. 5 Shill.",acreage
VII_39_13523,John Rowland,153.0,1770.0,,"JOHN ROWLAND, 153 acs. PittsyIvania Co. on the S side of Smith's Riv.,
near Grassy Cr., adj. John Blevin; 27
Aug 1770, p.115. 15 Shill.",county_text
VII_39_13658,Josiah Seat,360.0,1770.0,,"JOSIAH SEAT, 360 acs. Mecklenburgh
Co. on the S side of Dan Riv.; adj. his
own Land he now lives on, Obadiah
Smith & Byrd; 27 Aug 1770, p.201. £2.",county_text
VII_39_13767,William Mcdaniel,,1771.0,Halifax,"WILLIAM McDANIEL, 347 = acs.
Halifax Co. on the brs. of Bye Cr,
crossing a bold br., adj. George Currie &
the sd McDaniel; 16 Feb 1771, p.282.
£1.S15.",acreage
VII_39_13804,Archibald Houston,,1771.0,Augusta,"ARCHIBALD HOUSTON, 80. acs.
Augusta Co. on the N side of his |
patented Land; 16 Feb 1771, p.312. 10
Shill.",acreage
VII_39_13830,John & William Ingham,,1771.0,Norfolk,"JOHN & WILLIAM INGHAM, 29,046
square feet in Norfolk Co. in or near the
Borough of Norfolk adj. to Samuel
Smith's high Land, Beg. at a Cedar Stake
in the Marsh, along the high ground,
across the cove, opposite to Smith's
Pails; 16 Feb 1771, p.332. 5 Shill.",acreage
VII_39_13839,Jeremiah Clarench,,1771.0,Pittsylvania,"JEREMIAH CLARENCH, 96. acs.
Pittsylvania Co. on the Waters of Smith's
Riv., on aridge; 16 Feb 1771, p.338. 10
Shill.",acreage
VII_39_13866,John Ackiss,,1771.0,Princess Anne,"JOHN ACKISS, 136% acs. Pr. Anne Co.
on the Back Bay, to an old Ditch, along
the Carolina Line [West]; 16 Mar 1771,
p.358. 15 Shill.",acreage
VII_39_13926,Sarah Richardson,,1771.0,Bedford,"SARAH RICHARDSON, 354. acs.
Bedford Co. on both sides of the middle
and North forks of the South fork of Cub
Cr., adj. Napier & Paulet; 16 Mar 1771,
p.410. £1.S15.",acreage
VII_39_13945,Willis Brown,,1771.0,Princess Anne,"WILLIS BROWN, 12% acs. Pr. Anne
Co. adj. sd Brown's Plantation & Henry
Tripp/Trip; 16 Mar 1771, p.425. 5 Shill.",acreage
VII_39_13948,Benjamin Blunt,,1771.0,Southampton,"BENJAMIN BLUNT, 52. acs.
Southampton Co. crossing the long br;
adj. sd Blunt, Joshua Pope & Samuel
Kindred; 16 Mar 1771, p.427. 5 Shill.
[Between Horse Meadow Br. & Blunt's
Whitewood Sw., SW of the Nottoway
Indian Square Tract]",acreage
VII_39_13956,Jacob Coger,94.0,1771.0,,"JACOB COGER, 94 as. Halifax co. on
both sides of a North fork of Mayo Riv,;
16 Mar 1771, p.432. 10 Shill.",county_text
VII_39_13959,Matthew Edmonston,,1771.0,Augusta,"MATTHEW EDMONSTON, 225. acs.
Augusta Co. on the N side of Jennings's
br., adj. his own land & Thomas
Armstrong; 16 Mar 1771, p.434. £1.85.",acreage
VII_40_14227,John Greenwood,,1772.0,Norfolk,"JOHN GREENWOOD, 1,953 Square
feet in the Borough of Norfolk in
Norfolk Co.: Beg. at a Corner Stone of
Samuel Boush on the N side of Bermuda
Street thence along sd Street N80°W
427s feet to Church Street thence along
Church Street N22°E 55% feet to
Samuel Boush's Line thence along sd
Boush's line S55°E 39% Feet to a
Corner Stone of sd Boush's thence to the
Beg.; 20 Jun 1772, p.641. for 2 Ibs. of
Tobacco. Whereas by Inquisition
indented & taken in sd Co. 7 Sep 1770
by Virtue of a Warrant directed to
Samuel Boush our Escheator of the sd
Co. It appears that Betsy Smallwood late
of the sd Co. died seised of one peice or
Parcel of Land which by a Survey
thereof is found to contain 1,953 square
Feet which is found to Escheat to us
from the sd Betsy Smallwood And
whereas Mary Smallwood of sd Co. hath
made humble Suit and obtained a G. for
the sd 1,953 square Feet which she hath
Assigned unto John Greenwood.",acreage
VII_40_14228,John Greenwood,,1772.0,Norfolk,"JOHN GREENWOOD, 11,064 square
feet in the Borough of Norfolk in
Norfolk Co.: Beg. at a Corner Stone of
John Dunns on the E side of Catharine
Street thence along the sd Street N36°E
50 feet to the Line of the Land belonging
to Hezekiah McCloud's Estate thence
along sd Line S56°E 231 Feet to the
back Creek thence along the sd Creek
S77°W 76% feet to John Dunns Line
thence along his line to the Beg.; 20 Jun
1772, p.642. for and in Consideration of
the Sum of 2 lbs. of Tobacco. Whereas
by Inquisition indented & taken in sd
Co. 7 Sep 1770 by Virtue of a Warrant
directed to Samuel Boush our Escheator
for the sd Co. It appears that Betsy
Smallwood late of the sd Co. died seised
of % of an Acre of Land which by a
Survey thereof is found to contain
11,064 square feet which is found to
Escheat to us from the sd Betsy
Smallwood. And Whereas Mary
Smallwood of sd Co. hath made humble
Suit and obtained a G. for the same
which she hath assigned unto John
Greenwood.",acreage
VII_40_14252,James Butler,,1772.0,Dinwiddie,"JAMES BUTLER, 34% acs. Dinwiddie
Co. near a Meadow, up Wilsons Spring
Br.; adj. his own Line, Jones, Stark &
Wilson; 20 Jun 1772, p.660. 5 Shill.",acreage
